sample_id,variable,class_label,probability,known_label,predicted_label,split
source_dataset:MPP 89,Erlotinib,,,0.12048513531765,0.09807445108890533,train
source_dataset:NCI-H146,Erlotinib,,,,0.03723844140768051,train
source_dataset:A2058,Erlotinib,,,0.079136036175367,0.054806001484394073,train
source_dataset:SNU-81,Erlotinib,,,,0.11598034203052521,train
source_dataset:NU-DUL-1,Erlotinib,,,,0.09210037440061569,train
source_dataset:SNU-449,Erlotinib,,,0.111999494258823,0.09482063353061676,train
source_dataset:SCC-4,Erlotinib,,,0.0,0.015005012042820454,train
source_dataset:Becker,Erlotinib,,,0.0559695671309726,0.03141585737466812,train
source_dataset:SK-NEP-1,Erlotinib,,,,0.0639505609869957,train
source_dataset:KP-3,Erlotinib,,,0.0661268917797692,0.061351001262664795,train
source_dataset:RCC10RGB,Erlotinib,,,0.221884830886706,0.20179681479930878,train
source_dataset:Karpas-231,Erlotinib,,,0.171307917819092,0.0343167781829834,train
source_dataset:SF295,Erlotinib,,,,0.017121242359280586,train
source_dataset:MM1.S,Erlotinib,,,0.0158058625622355,0.03143869340419769,train
source_dataset:SW837,Erlotinib,,,0.0682815836939045,0.08796368539333344,train
source_dataset:TT2609-C02,Erlotinib,,,0.065813802548609,0.04766686633229256,train
source_dataset:LN-18,Erlotinib,,,0.125698664426341,0.13514624536037445,train
source_dataset:NCI-H1734,Erlotinib,,,,0.09402284026145935,train
source_dataset:HLE,Erlotinib,,,0.0842854915130979,0.06087779253721237,train
source_dataset:HA7-RCC,Erlotinib,,,,0.10941418260335922,train
source_dataset:RVH-421,Erlotinib,,,,0.04802149906754494,train
source_dataset:NCI-H1688,Erlotinib,,,0.107444928590354,0.08901340514421463,train
source_dataset:HuTu 80,Erlotinib,,,,0.017569324001669884,train
source_dataset:NCI-H1781,Erlotinib,,,0.105222131457116,0.056595608592033386,train
source_dataset:SW1710,Erlotinib,,,0.071891126053978,0.07927579432725906,train
source_dataset:Calu-6,Erlotinib,,,0.0722255998610351,0.05907704681158066,train
source_dataset:HuP-T4,Erlotinib,,,0.182728249095992,0.15554183721542358,train
source_dataset:NCI-H727,Erlotinib,,,0.018500195588399,0.015675149857997894,train
source_dataset:NCI-H1355,Erlotinib,,,0.0654651217760985,0.06774003058671951,train
source_dataset:GA-10,Erlotinib,,,0.0187670623048725,0.029386382550001144,train
source_dataset:SNU-16,Erlotinib,,,0.0334888043109756,0.05275537446141243,train
source_dataset:SNU-C1,Erlotinib,,,0.0191697173359498,0.2616126537322998,train
source_dataset:LNCaP clone FGC,Erlotinib,,,0.0208821300751853,0.02016621083021164,train
source_dataset:IGR-37,Erlotinib,,,0.0162794808491598,0.01837371103465557,train
source_dataset:HuO9,Erlotinib,,,0.0167085460008972,0.009284311905503273,train
source_dataset:HCC1419,Erlotinib,,,0.0421967153486887,0.031132522970438004,train
source_dataset:NCI-H292,Erlotinib,,,,0.09791885316371918,train
source_dataset:GR-ST,Erlotinib,,,0.0509430826487241,0.05268091708421707,train
source_dataset:KTCTL-21,Erlotinib,,,,0.09671026468276978,train
source_dataset:DG-75,Erlotinib,,,0.0057516163582952,0.010075731202960014,train
source_dataset:LB1047-RCC,Erlotinib,,,,0.09128616750240326,train
source_dataset:UMC-11,Erlotinib,,,0.208980109194481,0.2057097852230072,train
source_dataset:Lu-139,Erlotinib,,,,0.02635062113404274,train
source_dataset:DMS 53,Erlotinib,,,0.0840319775069894,0.04616006091237068,train
source_dataset:NCI-H2347,Erlotinib,,,0.0173000089802618,0.0277040246874094,train
source_dataset:OS-RC-2,Erlotinib,,,0.0774021137740855,0.07285516709089279,train
source_dataset:TCCSUP,Erlotinib,,,0.129091860971311,0.11464215070009232,train
source_dataset:NB69,Erlotinib,,,0.160135669263976,0.12050093710422516,train
source_dataset:KE-37,Erlotinib,,,0.114673657544269,0.08951760083436966,train
source_dataset:KYSE-520,Erlotinib,,,0.294400524066998,0.2699434757232666,train
source_dataset:SNU-1,Erlotinib,,,0.145823211487494,0.1456689089536667,train
source_dataset:GOTO,Erlotinib,,,0.0377601605871457,0.024386277422308922,train
source_dataset:Ca Ski,Erlotinib,,,0.171508172085414,0.14579224586486816,train
source_dataset:NCI-H1793,Erlotinib,,,0.112680288547275,0.09637308865785599,train
source_dataset:CAL-62,Erlotinib,,,0.0704291085745773,0.06992757320404053,train
source_dataset:NCI-H1341,Erlotinib,,,0.260479415286988,0.0834195613861084,train
source_dataset:CAL-12T,Erlotinib,,,,0.06955570727586746,train
source_dataset:FaDu,Erlotinib,,,0.0919298555133749,0.08221766352653503,train
source_dataset:HSC-39,Erlotinib,,,0.053706926921313,0.1161109209060669,train
source_dataset:TE-12,Erlotinib,,,,0.1712862253189087,train
source_dataset:HCC15,Erlotinib,,,0.110828091021658,0.09919723868370056,train
source_dataset:GAK,Erlotinib,,,0.0550717888305092,0.06040188670158386,train
source_dataset:LN-229,Erlotinib,,,0.142425566654279,0.11465615034103394,train
source_dataset:CHL-1,Erlotinib,,,0.0654932276051647,0.0558527410030365,train
source_dataset:A-375,Erlotinib,,,0.063263635945261,0.040784794837236404,train
source_dataset:Ku812,Erlotinib,,,0.13920547832318,0.12489937245845795,train
source_dataset:JHOS-2,Erlotinib,,,,0.05890270695090294,train
source_dataset:NB1,Erlotinib,,,0.0666648513472182,0.06702494621276855,train
source_dataset:LS123,Erlotinib,,,0.0642274820876216,0.04606619104743004,train
source_dataset:KNS-62,Erlotinib,,,0.0481804125050365,0.10147852450609207,train
source_dataset:EFO-21,Erlotinib,,,0.0969341471121416,0.07843190431594849,train
source_dataset:GP5d,Erlotinib,,,0.12122190575726,0.11472932994365692,train
source_dataset:OAW28,Erlotinib,,,0.0535034794685187,0.05674723535776138,train
source_dataset:CW-2,Erlotinib,,,0.0574953424817218,0.06817217171192169,train
source_dataset:FU-OV-1,Erlotinib,,,0.0949714158265014,0.0808701291680336,train
source_dataset:D-542MG,Erlotinib,,,,0.04342935234308243,train
source_dataset:SW626,Erlotinib,,,0.046228787222091,0.046432577073574066,train
source_dataset:HCC1599,Erlotinib,,,,0.04671057313680649,train
source_dataset:JVM-3,Erlotinib,,,0.0436716228376414,0.03838062658905983,train
source_dataset:Rh18,Erlotinib,,,,0.13939937949180603,train
source_dataset:U-87MG ATCC,Erlotinib,,,0.103468581929975,0.09744647145271301,train
source_dataset:LP-1,Erlotinib,,,,0.027779407799243927,train
source_dataset:MDA-MB-436,Erlotinib,,,0.0160139240432495,0.007981356233358383,train
source_dataset:SCaBER,Erlotinib,,,,0.1153518557548523,train
source_dataset:JHH-1,Erlotinib,,,0.155776457786327,0.1442272961139679,train
source_dataset:MSTO-211H,Erlotinib,,,0.155385863386736,0.05772743374109268,train
source_dataset:HT-144,Erlotinib,,,0.0095970494401134,0.0036214408464729786,train
source_dataset:JHU-029,Erlotinib,,,,0.11955749243497849,train
source_dataset:DoHH2,Erlotinib,,,,0.0359361432492733,train
source_dataset:OVISE,Erlotinib,,,0.145772529459688,0.1374206840991974,train
source_dataset:PaTu 8988t,Erlotinib,,,0.109354923237012,0.07077667117118835,train
source_dataset:LB996-RCC,Erlotinib,,,0.244483749101784,0.23327942192554474,train
source_dataset:M059J,Erlotinib,,,0.101546819945072,0.00032588187605142593,train
source_dataset:VMRC-LCD,Erlotinib,,,0.0,0.009221300482749939,train
source_dataset:RKO,Erlotinib,,,0.0,0.013953623361885548,train
source_dataset:SK-MEL-24,Erlotinib,,,0.0129622894813707,0.017903123050928116,train
source_dataset:HuH-1,Erlotinib,,,0.0741540942574342,0.06836187094449997,train
source_dataset:TGBC11TKB,Erlotinib,,,0.0695028945912259,0.035597145557403564,train
source_dataset:BB49-HNC,Erlotinib,,,0.0649032011794549,0.03683563694357872,train
source_dataset:KS-1 [Human glioblastoma],Erlotinib,,,0.0056804939376807,0.01638556644320488,train
source_dataset:NCI-H82,Erlotinib,,,0.0375500055757935,0.025847434997558594,train
source_dataset:WM35,Erlotinib,,,0.0629563015147774,0.034069545567035675,train
source_dataset:SBC-1,Erlotinib,,,,0.042711008340120316,train
source_dataset:EM-2,Erlotinib,,,0.0453624148928001,0.04726318642497063,train
source_dataset:EW-11,Erlotinib,,,0.0166032356760586,0.021642591804265976,train
source_dataset:LS180,Erlotinib,,,0.0835746828009462,0.0806707963347435,train
source_dataset:CHSA8926,Erlotinib,,,0.125851333516567,0.10081181675195694,train
source_dataset:NCI-H2066,Erlotinib,,,0.111759940522784,0.12606099247932434,train
source_dataset:NCI-H1563,Erlotinib,,,0.14221529944924,0.12249479442834854,train
source_dataset:HCT 116,Erlotinib,,,0.0129015220458851,0.002168229315429926,train
source_dataset:KMS-12-BM,Erlotinib,,,0.122636740426171,0.03902598097920418,train
source_dataset:BB65-RCC,Erlotinib,,,,0.07204291969537735,train
source_dataset:SJNB-10,Erlotinib,,,0.0245651813971402,0.0315154492855072,train
source_dataset:EW-24,Erlotinib,,,0.0039770424692694,0.015086906962096691,train
source_dataset:NCI-H1694,Erlotinib,,,0.139833748695643,0.11575370281934738,train
source_dataset:D-566MG,Erlotinib,,,,0.06743764132261276,train
source_dataset:SU-DHL-8,Erlotinib,,,0.0635468078654092,0.07044844329357147,train
source_dataset:TE-5,Erlotinib,,,0.0574097299569007,0.04072634130716324,train
source_dataset:EW-1,Erlotinib,,,0.0720947818928973,0.07346794009208679,train
source_dataset:NCI-H3255,Erlotinib,,,,0.08466613292694092,train
source_dataset:NCI-H513,Erlotinib,,,0.174566769336701,0.15830430388450623,train
source_dataset:KYSE-220,Erlotinib,,,0.188346243719894,0.18903487920761108,train
source_dataset:NCI-H1417,Erlotinib,,,0.0745471037139519,0.06462650001049042,train
source_dataset:KOPN-8,Erlotinib,,,0.198148516850616,0.18167871236801147,train
source_dataset:Onda 11,Erlotinib,,,,0.12462113052606583,train
source_dataset:VMRC-RCZ,Erlotinib,,,0.0788264548067618,0.07296089828014374,train
source_dataset:CAL-29,Erlotinib,,,0.147035645015567,0.12252162396907806,train
source_dataset:HAL-01,Erlotinib,,,0.0115378275470124,0.027471253648400307,train
source_dataset:NCI-H2595,Erlotinib,,,0.060629568955771,0.04455083608627319,train
source_dataset:TK-10,Erlotinib,,,0.141051776663695,0.11178186535835266,train
source_dataset:NCI-H716,Erlotinib,,,0.178454822937325,0.16290664672851562,train
source_dataset:DU145,Erlotinib,,,0.0504256442011685,0.08268369734287262,train
source_dataset:YH-13,Erlotinib,,,0.108330519226621,0.07702672481536865,train
source_dataset:JHH-6,Erlotinib,,,0.0653974526832157,0.12783589959144592,train
source_dataset:RT-112,Erlotinib,,,0.0817115290005434,0.05353306978940964,train
source_dataset:HCC202,Erlotinib,,,,0.04322998225688934,train
source_dataset:769-P,Erlotinib,,,0.0998666835523972,0.0857124924659729,train
source_dataset:LOX-IMVI,Erlotinib,,,0.120280559181888,0.1145986020565033,train
source_dataset:EJM,Erlotinib,,,0.0217980694363712,0.025785252451896667,train
source_dataset:COR-L279,Erlotinib,,,0.0421146631818858,0.03419408202171326,train
source_dataset:MDA-MB-361,Erlotinib,,,0.104883135451205,0.10315808653831482,train
source_dataset:Karpas-1106P,Erlotinib,,,0.0036009151585825,0.01974598504602909,train
source_dataset:A4/Fukuda,Erlotinib,,,0.0247666766921647,0.028651602566242218,train
source_dataset:CAMA-1,Erlotinib,,,0.0246328130540226,0.02352728135883808,train
source_dataset:NCI-H2023,Erlotinib,,,0.0870547649328015,0.07555090636014938,train
source_dataset:BxPC-3,Erlotinib,,,0.0563746041905324,0.04094143956899643,train
source_dataset:ESO-51,Erlotinib,,,0.0124127333268565,0.00850069522857666,train
source_dataset:EB3 [Human Burkitt lymphoma],Erlotinib,,,0.0069792245838784,0.033976960927248,train
source_dataset:SW982,Erlotinib,,,0.0795567448009129,0.05318981036543846,train
source_dataset:HuO-3N1,Erlotinib,,,0.057874772605626,0.03848414868116379,train
source_dataset:SJNB-14,Erlotinib,,,0.0677168554420596,-0.005441788583993912,train
source_dataset:DU4475,Erlotinib,,,0.0079425903526871,0.0010797674767673016,train
source_dataset:A3/Kawakami,Erlotinib,,,0.0884623587956531,0.07587134838104248,train
source_dataset:MMAc-SF,Erlotinib,,,,0.053953494876623154,train
source_dataset:SIG-M5,Erlotinib,,,,0.04416307806968689,train
source_dataset:J82,Erlotinib,,,0.0940096442583044,0.0846739113330841,train
source_dataset:8505C,Erlotinib,,,0.092085275399657,0.0721932053565979,train
source_dataset:UO-31,Erlotinib,,,,0.1372571587562561,train
source_dataset:Ca9-22,Erlotinib,,,0.204540945326937,0.18773038685321808,train
source_dataset:NCI-H1573,Erlotinib,,,0.192579755266309,0.09422583878040314,train
source_dataset:NCI-H1395,Erlotinib,,,,0.09912670403718948,train
source_dataset:EPLC-272H,Erlotinib,,,0.0863106388253209,0.16344739496707916,train
source_dataset:SK-CO-1,Erlotinib,,,0.0924104278455634,0.09128231555223465,train
source_dataset:JAR,Erlotinib,,,,0.11883998662233353,train
source_dataset:CRO-AP2,Erlotinib,,,,0.05125359445810318,train
source_dataset:KYSE-50,Erlotinib,,,0.10340162463889,0.08719904720783234,train
source_dataset:RD,Erlotinib,,,0.0136657485252508,0.017072489485144615,train
source_dataset:NCI-H1792,Erlotinib,,,0.0700180510383056,0.06689617037773132,train
source_dataset:HCC1428,Erlotinib,,,0.0135815142455998,0.015854204073548317,train
source_dataset:RERF-LC-MS,Erlotinib,,,,0.05426183342933655,train
source_dataset:SNU-C2B,Erlotinib,,,0.0523432296564404,0.04479605704545975,train
source_dataset:Lu-134-A,Erlotinib,,,,0.06037288159132004,train
source_dataset:TYK-nu,Erlotinib,,,0.142568600415575,0.1205463856458664,train
source_dataset:NCI-H3118,Erlotinib,,,0.226680918545458,0.030080659314990044,train
source_dataset:SKG-IIIa,Erlotinib,,,0.0655967582819898,0.04886966943740845,train
source_dataset:Hs 445,Erlotinib,,,0.142339764859453,0.12715741991996765,train
source_dataset:ES5,Erlotinib,,,,0.038450270891189575,train
source_dataset:NCC-IT,Erlotinib,,,0.101556684642595,0.0903572365641594,train
source_dataset:COR-L105,Erlotinib,,,0.268863948696116,0.246662437915802,train
source_dataset:MOG-G-UVW,Erlotinib,,,0.0546140902881339,0.05124518647789955,train
source_dataset:UACC-62,Erlotinib,,,0.0049190319731272,0.0022176834754645824,train
source_dataset:Panc 08.13,Erlotinib,,,0.108378858569174,0.0973501056432724,train
source_dataset:HCC-56,Erlotinib,,,,0.03513046354055405,train
source_dataset:RPMI-8226,Erlotinib,,,0.0257653376591053,0.026248686015605927,train
source_dataset:SU-DHL-6,Erlotinib,,,0.0,0.0004952680319547653,train
source_dataset:SU.86.86,Erlotinib,,,0.137280272336242,0.11785848438739777,train
source_dataset:LB831-BLC,Erlotinib,,,0.0091927530250769,0.010703356936573982,train
source_dataset:SUP-B15,Erlotinib,,,0.0363418132641476,0.04214387387037277,train
source_dataset:Lu-65,Erlotinib,,,0.0421422664636563,0.08105116337537766,train
source_dataset:NCI-H1869,Erlotinib,,,0.199080743165032,0.1780419796705246,train
source_dataset:LCLC-103H,Erlotinib,,,0.0,-0.006882218644022942,train
source_dataset:TOV-112D,Erlotinib,,,0.0485836295441545,0.04096730053424835,train
source_dataset:COR-L321,Erlotinib,,,,0.019122883677482605,train
source_dataset:WSU-DLCL2,Erlotinib,,,0.0712472440111968,0.06455017626285553,train
source_dataset:Mel Ho,Erlotinib,,,,0.05047040805220604,train
source_dataset:PCI-38,Erlotinib,,,,0.1881362497806549,train
source_dataset:SW1783,Erlotinib,,,0.0304955295549922,0.03767715394496918,train
source_dataset:NCI-H1838,Erlotinib,,,0.0082476617604919,0.031095700338482857,train
source_dataset:8305C,Erlotinib,,,0.0583719777550647,0.04531393572688103,train
source_dataset:TE-1,Erlotinib,,,0.24495911814687,0.045464105904102325,train
source_dataset:JSC-1,Erlotinib,,,0.0607022749035168,0.05248437076807022,train
source_dataset:SW872,Erlotinib,,,0.0402193448068389,0.09223361313343048,train
source_dataset:CML-T1,Erlotinib,,,0.104949347378575,0.09595339000225067,train
source_dataset:IGR-1,Erlotinib,,,0.0285604503652354,0.020976614207029343,train
source_dataset:Granta-519,Erlotinib,,,0.0421611880942024,0.048812322318553925,train
source_dataset:SF126,Erlotinib,,,,0.04468366131186485,train
source_dataset:G-402,Erlotinib,,,0.02499781115547,0.03659097105264664,train
source_dataset:LN-405,Erlotinib,,,0.0372783305977369,0.009096497669816017,train
source_dataset:JeKo-1,Erlotinib,,,,0.0820387452840805,train
source_dataset:SK-MG-1,Erlotinib,,,0.070433864693999,0.008921138942241669,train
source_dataset:CAL-33,Erlotinib,,,0.147200557554402,0.10883878171443939,train
source_dataset:NCI-H2818,Erlotinib,,,0.0595694345823773,0.0479562021791935,train
source_dataset:8-MG-BA,Erlotinib,,,0.07098349805725,0.05163245648145676,train
source_dataset:PSN1,Erlotinib,,,0.0950952740174571,0.07404188811779022,train
source_dataset:MEG-01,Erlotinib,,,0.0448055119491091,0.04238085448741913,train
source_dataset:HH [Human lymphoma],Erlotinib,,,0.0,0.005444936919957399,train
source_dataset:SK-MEL-5,Erlotinib,,,,0.15482600033283234,train
source_dataset:ML-2,Erlotinib,,,0.0,0.004825541749596596,train
source_dataset:MOLM-13,Erlotinib,,,0.214342993596823,0.03445255011320114,train
source_dataset:HPAC,Erlotinib,,,0.110952557238013,0.1389949470758438,train
source_dataset:KYSE-450,Erlotinib,,,0.249714247870949,0.16979950666427612,train
source_dataset:NCI-H2810,Erlotinib,,,,0.007894281297922134,train
source_dataset:U-118MG,Erlotinib,,,0.119465027465257,0.07504789531230927,train
source_dataset:NCI-H1993,Erlotinib,,,0.023961971285734,0.024498745799064636,train
source_dataset:JURL-MK1,Erlotinib,,,,0.05747004598379135,train
source_dataset:SK-LU-1,Erlotinib,,,0.0144374728266127,0.023130543529987335,train
source_dataset:TGBC1TKB,Erlotinib,,,0.0510358676524416,0.049650438129901886,train
source_dataset:LCLC-97TM1,Erlotinib,,,0.0013339044742636,0.00302118225954473,train
source_dataset:AM-38,Erlotinib,,,0.0096849709655602,0.023764368146657944,train
source_dataset:CL-11,Erlotinib,,,0.040386488883719,0.04047247767448425,train
source_dataset:GI-ME-N,Erlotinib,,,0.108736093276118,0.10077956318855286,train
source_dataset:NCI-H196,Erlotinib,,,0.10600839913528,0.08988150954246521,train
source_dataset:Ishikawa (Heraklio) 02 ER-,Erlotinib,,,,0.16092893481254578,train
source_dataset:WM1552C,Erlotinib,,,0.0585060517248444,0.04476814344525337,train
source_dataset:WM278,Erlotinib,,,0.0870718513006164,0.06586112827062607,train
source_dataset:HOP-62,Erlotinib,,,0.0433444639744941,0.035658907145261765,train
source_dataset:Evsa-T,Erlotinib,,,0.0849955346890464,0.04021725803613663,train
source_dataset:JHOS-3,Erlotinib,,,,0.058891113847494125,train
source_dataset:KYSE-180,Erlotinib,,,0.119754944709697,0.10822795331478119,train
source_dataset:G-361,Erlotinib,,,0.105127007221735,0.07510773092508316,train
source_dataset:NCI-H290,Erlotinib,,,,0.06979779154062271,train
source_dataset:SW1463,Erlotinib,,,0.148997158031401,0.10054612159729004,train
source_dataset:SJNB-5,Erlotinib,,,,0.17177924513816833,train
source_dataset:NCI-H740,Erlotinib,,,,0.025752216577529907,train
source_dataset:HCC1806,Erlotinib,,,0.173135587844158,0.074742391705513,train
source_dataset:NCI-H187,Erlotinib,,,,0.06602057069540024,train
source_dataset:YAPC,Erlotinib,,,0.0328340635477832,0.022649887949228287,train
source_dataset:T.T,Erlotinib,,,0.21910539921644,0.1857471466064453,train
source_dataset:SCC-25,Erlotinib,,,,0.05226244777441025,train
source_dataset:NCI-H226,Erlotinib,,,0.0782171140782092,0.11314213275909424,train
source_dataset:NCI-H2804,Erlotinib,,,,0.10893073678016663,train
source_dataset:MOG-G-CCM,Erlotinib,,,0.0469043609581894,0.027898412197828293,train
source_dataset:NCI-H647,Erlotinib,,,,0.14364665746688843,train
source_dataset:A-549,Erlotinib,,,0.0935847359989765,0.07926732301712036,train
source_dataset:SF539,Erlotinib,,,0.107097156485175,0.06940963864326477,train
source_dataset:Loucy,Erlotinib,,,0.126722763442359,0.11232127994298935,train
source_dataset:SK-N-FI,Erlotinib,,,0.0525931882768546,0.042919714003801346,train
source_dataset:IHH-4,Erlotinib,,,0.0201408053699505,0.020377036184072495,train
source_dataset:WIL2 NS,Erlotinib,,,0.171227206782087,0.13932405412197113,train
source_dataset:JHU-022,Erlotinib,,,0.214987249513701,0.17983216047286987,train
source_dataset:SK-OV-3,Erlotinib,,,0.139086315500833,0.1265219748020172,train
source_dataset:NCI-H524,Erlotinib,,,0.0,0.012937655672430992,train
source_dataset:NCI-H2170,Erlotinib,,,0.171830451523502,0.1312587410211563,train
source_dataset:TE-8,Erlotinib,,,0.130460736949492,0.12472810596227646,train
source_dataset:C-4-I,Erlotinib,,,0.160022061890954,0.14780178666114807,train
source_dataset:DMS 79,Erlotinib,,,,0.09890247881412506,train
source_dataset:MHH-CALL-2,Erlotinib,,,0.0751423697545903,0.06841413676738739,train
source_dataset:ST486,Erlotinib,,,0.0547454358938863,0.06960085779428482,train
source_dataset:OVCA420,Erlotinib,,,0.310602062917482,0.07850007712841034,train
source_dataset:NEC8,Erlotinib,,,0.0012684642053307,0.014912277460098267,train
source_dataset:HCC2157,Erlotinib,,,0.0144902251480115,0.01350411307066679,train
source_dataset:D-423MG,Erlotinib,,,,0.07792986929416656,train
source_dataset:SNU-C5,Erlotinib,,,0.117986023161339,0.11401785910129547,train
source_dataset:U2OS,Erlotinib,,,0.0511732691915273,0.04162014275789261,train
source_dataset:P30/OHK,Erlotinib,,,0.153037674252343,0.04017830267548561,train
source_dataset:KLE,Erlotinib,,,0.0713855462126308,0.06006022170186043,train
source_dataset:DSH1,Erlotinib,,,0.0676128774186015,0.05565750598907471,train
source_dataset:BFTC-909,Erlotinib,,,0.109937893184019,0.08833887428045273,train
source_dataset:ABC-1,Erlotinib,,,,0.14244943857192993,train
source_dataset:IST-SL2,Erlotinib,,,0.119476615754353,0.09880998730659485,train
source_dataset:EKVX,Erlotinib,,,,0.20567405223846436,train
source_dataset:NCI-H1876,Erlotinib,,,0.0935765511185332,0.07581968605518341,train
source_dataset:A101D,Erlotinib,,,0.104497988900457,0.08443360775709152,train
source_dataset:Raji,Erlotinib,,,0.0733339353722573,0.0702124685049057,train
source_dataset:OSC-20,Erlotinib,,,0.0982350962791393,0.08262668550014496,train
source_dataset:SK-N-AS,Erlotinib,,,0.0344715462871217,0.034642916172742844,train
source_dataset:SK-MEL-1,Erlotinib,,,0.0,-0.011299766600131989,train
source_dataset:OCI-M1,Erlotinib,,,0.0956499355319419,0.09936098754405975,train
source_dataset:EW-7,Erlotinib,,,0.0644143306424488,0.08849765360355377,train
source_dataset:JHOS-4,Erlotinib,,,,0.10591256618499756,train
source_dataset:IST-Mes1,Erlotinib,,,0.0341406357450479,0.03612782061100006,train
source_dataset:SUP-M2,Erlotinib,,,0.256168920942005,0.236134871840477,train
source_dataset:SH-4,Erlotinib,,,0.0228226535279997,0.030556481331586838,train
source_dataset:Panc 10.05,Erlotinib,,,0.0621658606084283,0.06420643627643585,train
source_dataset:SNU-423,Erlotinib,,,0.0488882250812953,0.05979635566473007,train
source_dataset:HTC-C3,Erlotinib,,,0.0786803166590527,0.019973868504166603,train
source_dataset:SJNB-12,Erlotinib,,,0.0719562411144742,0.04312567412853241,train
source_dataset:BT-549,Erlotinib,,,0.00242119823243,0.019212421029806137,train
source_dataset:Caov-4,Erlotinib,,,0.119977129986767,0.11696688830852509,train
source_dataset:SNU-475,Erlotinib,,,,0.09078098088502884,train
source_dataset:NOS-1 [Human osteosarcoma],Erlotinib,,,0.0614490277665353,0.04505856707692146,train
source_dataset:NCI-H446,Erlotinib,,,0.0792726947984858,0.06854460388422012,train
source_dataset:SW684,Erlotinib,,,0.0549753282567146,0.04855504259467125,train
source_dataset:T-47D,Erlotinib,,,0.138447567826433,0.1337888091802597,train
source_dataset:NCI-H1755,Erlotinib,,,0.11048678335709,0.1925066113471985,train
source_dataset:Caki-1,Erlotinib,,,,0.11312060058116913,train
source_dataset:A-172,Erlotinib,,,0.0395475949424443,0.03951488807797432,train
source_dataset:5637,Erlotinib,,,0.169288575879552,0.13979226350784302,train
source_dataset:OVTOKO,Erlotinib,,,0.0820526104188584,0.163474440574646,train
source_dataset:ES3,Erlotinib,,,,0.057492759078741074,train
source_dataset:TC-71,Erlotinib,,,0.0054436845187035,0.013418346643447876,train
source_dataset:NCI-H2405,Erlotinib,,,0.132835476981883,0.013422074727714062,train
source_dataset:NCI-H2029,Erlotinib,,,,0.041555438190698624,train
source_dataset:EFM-192A,Erlotinib,,,0.108941221293139,0.09363332390785217,train
source_dataset:NCI-H1568,Erlotinib,,,0.273214668202033,0.24193650484085083,train
source_dataset:COLO 680N,Erlotinib,,,0.0566319333500966,0.15228435397148132,train
source_dataset:G-292 clone A141B1,Erlotinib,,,0.0571404710944169,0.04067324846982956,train
source_dataset:MIA PaCa-2,Erlotinib,,,0.0201268815055295,0.06239454448223114,train
source_dataset:ESS-1,Erlotinib,,,0.0,0.0049512372352182865,train
source_dataset:GMS-10,Erlotinib,,,,0.04714338481426239,train
source_dataset:PC-14,Erlotinib,,,0.452159505723895,0.41541677713394165,train
source_dataset:PFSK-1,Erlotinib,,,0.0398641673547789,0.02990952506661415,train
source_dataset:Rh30,Erlotinib,,,0.179663987330051,0.15203143656253815,train
source_dataset:LXF 289,Erlotinib,,,0.104198091853069,0.10603760182857513,train
source_dataset:COLO 824,Erlotinib,,,0.140789145236246,0.1079767644405365,train
source_dataset:HPAF-II,Erlotinib,,,0.0937254950143958,0.08687739819288254,train
source_dataset:SW1116,Erlotinib,,,0.104329627400967,0.091001957654953,train
source_dataset:SK-MEL-31,Erlotinib,,,,0.025244930759072304,train
source_dataset:Lu-135,Erlotinib,,,0.0,-1.180265098810196e-05,train
source_dataset:PEO1,Erlotinib,,,0.0514665954698071,0.041416749358177185,train
source_dataset:NCI-H2085,Erlotinib,,,0.0125611764920104,0.006748334504663944,train
source_dataset:NCI-H929,Erlotinib,,,0.0,0.0060227117501199245,train
source_dataset:CGTH-W-1,Erlotinib,,,0.0294210175555731,0.02828608639538288,train
source_dataset:OACP4 C,Erlotinib,,,0.136186579722132,0.10659047216176987,train
source_dataset:ME-1 [Human leukemia],Erlotinib,,,0.006385161152713,0.004828495439141989,train
source_dataset:CCRF-CEM,Erlotinib,,,0.0223111097402942,0.09697440266609192,train
source_dataset:BE-13,Erlotinib,,,0.147781534990873,0.11739867180585861,train
source_dataset:CHP-126,Erlotinib,,,,0.06573184579610825,train
source_dataset:RERF-LC-Sq1,Erlotinib,,,0.182647329576836,0.16713884472846985,train
source_dataset:U-251MG,Erlotinib,,,0.112490998886677,0.09071202576160431,train
source_dataset:NCI-H2030,Erlotinib,,,,0.07258939743041992,train
source_dataset:NCI-H1048,Erlotinib,,,0.0682661724522308,0.04208163917064667,train
source_dataset:EW-12,Erlotinib,,,,0.05500759184360504,train
source_dataset:MKN1,Erlotinib,,,0.122706725346073,0.11667938530445099,train
source_dataset:CHP-212,Erlotinib,,,0.046777617733772,0.055664606392383575,train
source_dataset:NKM-1,Erlotinib,,,0.0506030301986578,0.04289780557155609,train
source_dataset:OSC-19,Erlotinib,,,,0.18808938562870026,train
source_dataset:HCC1143,Erlotinib,,,0.108284855361742,0.10612137615680695,train
source_dataset:MHH-CALL-4,Erlotinib,,,,0.054353855550289154,train
source_dataset:DMS 114,Erlotinib,,,0.0603905594952663,0.05668982118368149,train
source_dataset:COLO 668,Erlotinib,,,0.0790778537501245,0.07101405411958694,train
source_dataset:SU-DHL-16,Erlotinib,,,,0.04509527236223221,train
source_dataset:BEN,Erlotinib,,,,0.07202781736850739,train
